CustomerID,Recency,Frequency,Monetary
13502.0,17,18,292.0
13503.0,71,17,216.85
13504.0,64,22,295.93
13505.0,73,215,4393.63
13506.0,316,26,458.52
13507.0,3,162,2479.16
13508.0,244,12,110.97
13509.0,9,44,979.72
13510.0,1,115,1791.56
13512.0,261,15,251.21
13513.0,127,10,205.1
13514.0,74,4,152.20000000000002
13515.0,73,59,891.12
13516.0,21,44,1389.41
13517.0,60,141,2128.42
13518.0,86,38,659.4399999999999
13519.0,78,8,122.75
13520.0,59,93,3624.35
13521.0,1,436,1093.65
13522.0,30,5,125.80000000000001
13523.0,33,172,3964.88
13524.0,41,27,680.1800000000001
13525.0,15,6,628.78
13527.0,34,223,2287.51
13529.0,79,15,307.76
13531.0,205,22,483.8
13532.0,34,66,210.31
13533.0,183,76,270.79
13534.0,2,296,5870.08
13536.0,1,179,3448.29
13538.0,43,25,1280.85
13539.0,86,37,631.34
13544.0,40,87,291.41
13546.0,12,98,626.99
13548.0,96,124,682.41
13549.0,26,51,918.2
13551.0,319,4,91.80000000000001
13552.0,66,109,3740.07
13555.0,74,136,4149.28
13557.0,28,34,584.06
13558.0,6,175,605.06
13560.0,7,33,174.37
13561.0,216,14,141.85999999999999
13562.0,82,82,1799.33
13563.0,84,49,777.53
13564.0,144,83,1749.02
13565.0,19,38,240.22
13566.0,41,176,874.71
13568.0,173,44,192.85
13569.0,17,85,373.75
13570.0,243,27,239.49
13571.0,13,341,2092.32
13572.0,206,33,1384.25
13573.0,50,26,294.4
13575.0,23,46,732.0699999999999
13576.0,10,126,6717.34
13577.0,25,83,1687.6000000000001
13579.0,15,23,467.04
13581.0,309,10,118.0
13583.0,156,53,781.03
13584.0,307,24,142.4
13587.0,64,8,712.4
13588.0,16,174,2478.95
13589.0,15,21,379.65
13590.0,11,87,1981.92
13591.0,65,58,1117.13
13592.0,36,16,247.95999999999998
13593.0,108,128,2037.0800000000002
13594.0,53,26,396.97
13596.0,6,166,697.04
13598.0,47,40,180.17000000000002
13599.0,1,247,5153.67
13600.0,312,19,219.52
13601.0,45,99,693.32
13602.0,65,23,428.89
13603.0,26,27,164.34
13606.0,29,43,280.53999999999996
13607.0,40,98,678.01
13610.0,12,226,1131.88
13611.0,89,74,1171.8
13614.0,24,201,1610.46
13615.0,319,23,417.69
13617.0,40,44,544.18
13618.0,174,13,177.34
13621.0,117,19,213.85
13623.0,31,81,747.78
13626.0,253,19,257.23
13627.0,59,92,1638.47
13629.0,23,59,7792.36
13630.0,5,71,2031.78
13631.0,100,11,3070.42
13632.0,25,146,2121.27
13634.0,33,188,1575.16
13635.0,68,62,1071.03
13636.0,37,63,949.12
13637.0,52,101,810.5
13638.0,16,8,122.64
13639.0,74,40,1033.34
13642.0,216,66,354.8
13643.0,31,28,519.44
13644.0,16,146,2624.26
13645.0,120,5,252.1
13647.0,10,79,1678.1200000000001
13649.0,257,23,346.6
13650.0,17,96,1836.34
13651.0,35,6,94.2
13652.0,46,63,1095.08
13654.0,43,166,2707.33
13655.0,114,56,932.97
13656.0,165,49,379.65
13657.0,11,16,382.14
13658.0,10,108,2639.17
13659.0,206,104,1573.2
13662.0,86,53,897.76
13663.0,179,13,189.47
13666.0,60,12,84.65
13667.0,149,87,305.02
13668.0,3,470,6363.59
13669.0,51,9,218.55
13670.0,75,25,349.7
13672.0,301,6,186.39000000000001
13673.0,19,65,396.92
13675.0,151,25,486.82000000000005
13678.0,152,16,232.6
13680.0,1,195,3722.42
13681.0,18,57,827.83
13682.0,187,3,59.5
13684.0,286,30,67.23
13685.0,3,39,3119.44
13686.0,183,8,72.0
13689.0,63,6,910.0
13690.0,59,9,172.25
13692.0,25,53,1488.32
13694.0,4,568,65039.62
13695.0,31,90,2504.13
13697.0,39,12,151.29999999999998
13699.0,155,14,308.58000000000004
13700.0,26,197,2265.12
13703.0,318,1,99.5
13704.0,5,134,2308.06
13705.0,8,28,711.86
13706.0,303,20,330.79
13707.0,267,48,806.41
13708.0,271,51,296.88
13709.0,4,336,6328.05
13710.0,32,8,180.48
13711.0,219,13,252.06
13712.0,247,10,228.84
13715.0,281,105,1079.34
13716.0,269,21,138.28
13717.0,32,102,1445.01
13718.0,246,12,306.55
13719.0,15,60,1041.68
13720.0,117,43,799.9
13721.0,36,28,524.14
13722.0,132,85,2375.41
13723.0,217,6,199.85000000000002
13725.0,50,104,1980.56
13726.0,39,42,1079.6599999999999
13727.0,29,20,333.48
13728.0,37,63,1016.14
13730.0,136,43,752.6
13731.0,219,38,610.59
13732.0,28,33,491.86
13735.0,25,196,2885.2400000000002
13736.0,5,191,731.9
13737.0,200,30,339.59999999999997
13739.0,18,3,216.9
13740.0,241,23,350.75
13741.0,72,34,668.4300000000001
13742.0,17,321,3131.02
13743.0,3,41,1341.6
13744.0,95,72,1156.36
13745.0,162,25,300.04
13747.0,374,1,79.6
13748.0,96,28,948.25
13750.0,54,24,1647.26
13751.0,288,9,296.25
13752.0,124,76,1186.28
13753.0,288,35,741.26
13754.0,152,12,282.59999999999997
13755.0,4,342,2161.35
13756.0,2,142,5189.52
13758.0,12,117,3190.55
13759.0,33,25,659.4100000000001
13760.0,54,57,286.79
13761.0,50,70,1070.65
13762.0,219,7,306.72
13763.0,63,15,1714.96
13764.0,71,208,1521.76
13767.0,2,368,17220.36
13769.0,2,135,2796.51
13771.0,64,119,2634.45
13772.0,34,177,1132.13
13774.0,82,22,345.0
13777.0,1,197,25977.16
13778.0,103,9,178.7
13780.0,7,57,360.01
13781.0,251,17,127.84
13782.0,13,115,912.0
13784.0,10,31,2462.79
13786.0,367,7,230.39999999999998
13787.0,76,31,309.04
13790.0,4,45,348.8
13791.0,128,11,1516.0
13792.0,66,13,195.55
13798.0,1,349,37153.85
13799.0,117,39,688.86
13800.0,310,33,558.32
13801.0,67,23,324.8
13802.0,139,60,4599.42
13803.0,255,17,277.07
13804.0,31,137,2635.79
13805.0,52,13,924.6
13806.0,64,10,256.38
13807.0,367,7,112.6
13808.0,6,76,1747.66
13809.0,305,12,155.05
13810.0,29,35,1499.01
13811.0,184,13,814.5
13812.0,42,36,539.0
13813.0,40,69,1366.8600000000001
13814.0,92,57,1579.12
13815.0,22,176,4027.36
13816.0,24,28,571.6700000000001
13817.0,29,24,382.98
13819.0,302,36,1140.35
13821.0,145,59,385.64
13822.0,6,96,632.0
13823.0,19,40,957.66
13824.0,33,46,1698.94
13826.0,176,10,189.5
13827.0,58,93,412.05
13828.0,22,15,209.49
13831.0,16,74,2202.99
13832.0,19,3,52.199999999999996
13833.0,159,29,384.8
13835.0,25,55,834.57
13837.0,212,19,271.24
13838.0,6,174,691.73
13841.0,253,1,85.0
13842.0,59,206,3385.62
13844.0,11,20,361.62
13845.0,65,9,312.98
13846.0,25,55,865.0600000000001
13848.0,92,5,1255.0
13849.0,52,101,1537.95
13850.0,129,93,1595.48
13851.0,96,81,2651.46
13853.0,57,23,1090.14
13854.0,9,110,8109.5199999999995
13856.0,169,14,388.5
13858.0,57,11,216.17
13859.0,326,28,201.16
13860.0,1,76,1245.9
13862.0,18,139,2209.36
13863.0,248,20,305.78
13865.0,58,30,501.56
13866.0,74,7,145.67000000000002
13867.0,31,61,1015.29
13868.0,7,33,3192.54
13869.0,123,307,3104.95
13870.0,2,115,2770.94
13871.0,23,336,6403.25
13873.0,120,23,389.6
13874.0,358,18,540.45
13875.0,54,104,1786.79
13876.0,64,7,122.7
13877.0,86,3,117.24
13878.0,55,36,1281.53
13880.0,21,165,3219.77
13881.0,4,178,17159.52
13882.0,3,65,1191.13
13883.0,11,142,2674.48
13884.0,7,59,787.6
13885.0,189,28,506.8
13886.0,71,16,243.56
13887.0,204,19,349.55
13888.0,120,40,605.63
13889.0,93,15,416.90000000000003
13890.0,1,110,1883.8100000000002
13892.0,27,27,632.97
13893.0,298,21,821.1
13894.0,24,27,564.62
13895.0,28,118,2593.07
13897.0,50,17,311.16
13898.0,326,12,155.93
13899.0,16,19,388.52
13900.0,183,43,740.95
13901.0,72,149,2867.2
13904.0,37,26,332.64
13908.0,80,122,2369.55
13911.0,57,148,2580.91
13914.0,12,33,626.45
13917.0,50,18,272.04
13918.0,50,30,1212.8400000000001
13919.0,59,28,384.81
13922.0,352,7,172.25
13923.0,54,20,351.13
13924.0,2,117,1838.8500000000001
13925.0,93,41,678.25
13926.0,23,11,223.85000000000002
13927.0,75,21,348.99
13928.0,11,27,464.57
13929.0,169,9,842.65
13930.0,58,17,337.34
13931.0,96,58,1237.53
13932.0,295,16,307.4
13933.0,109,23,608.7900000000001
13934.0,264,31,922.1
13936.0,180,26,376.58
13937.0,169,9,158.85
13938.0,35,7,71.66
13939.0,23,45,568.55
13940.0,17,49,839.14
13941.0,22,45,5112.96
13946.0,79,11,561.5699999999999
13947.0,65,5,90.6
13948.0,361,3,102.0
13949.0,3,160,2427.32
13950.0,11,35,745.06
13951.0,176,39,674.45
13952.0,218,136,3251.07
13953.0,7,20,3515.68
13954.0,2,25,439.92
13955.0,154,33,322.96
13956.0,5,152,1026.42
13959.0,79,92,598.2
13960.0,21,12,230.22
13962.0,22,11,169.55
13963.0,308,35,664.54
13967.0,146,2,80.7
13969.0,7,626,9053.94
13971.0,19,149,2758.26
13972.0,71,15,190.25
13973.0,287,11,264.7
13974.0,49,28,413.59000000000003
13975.0,31,338,2526.28
13976.0,207,10,357.98
13978.0,15,15,196.79000000000002
13979.0,73,54,869.87
13980.0,60,11,200.14
13982.0,39,111,1871.81
13983.0,30,107,2603.43
13984.0,27,16,920.51
13985.0,4,349,7060.13
13986.0,17,13,320.46
13988.0,20,234,4147.96
13989.0,66,41,1266.08
13990.0,213,16,311.3
13991.0,12,84,855.97
13992.0,30,5,76.8
13993.0,43,121,3466.36
13994.0,4,155,2313.14
13995.0,15,86,1393.69
13999.0,10,208,3901.81
14000.0,211,15,635.66
14001.0,46,39,2043.0800000000002
14002.0,134,47,529.73
14004.0,43,171,4582.64
14005.0,10,84,2874.72
14006.0,116,30,962.19
14009.0,198,42,695.61
14012.0,278,11,328.8
14013.0,110,34,473.02
14014.0,77,39,505.18
14015.0,53,20,917.34
14016.0,162,161,4341.21
14019.0,47,66,1421.61
14020.0,17,39,642.8
14021.0,155,22,631.9
14022.0,225,28,440.0
14023.0,7,31,584.07
14024.0,122,16,327.7
14027.0,61,6,104.82
14029.0,63,15,467.66
14030.0,18,243,2360.09
14031.0,7,250,17286.86
14032.0,2,143,2975.59
14034.0,22,89,651.8199999999999
14035.0,29,66,1428.02
14036.0,285,38,626.65
14037.0,176,28,147.20000000000002
14038.0,78,92,1560.38
14039.0,33,6,152.2
14040.0,41,235,3614.92
14041.0,266,21,141.41
14044.0,27,209,652.82
14045.0,109,6,1659.75
14046.0,284,14,154.99
14047.0,9,32,1308.6100000000001
14048.0,305,85,409.93
14049.0,17,488,5681.72
14050.0,32,54,746.36
14051.0,1,210,15610.390000000001
14052.0,20,56,225.36
14053.0,124,4,260.25
14054.0,65,6,92.46
14055.0,106,10,725.6400000000001
14056.0,1,1106,8214.65
14057.0,24,284,6217.96
14059.0,267,8,183.6
14060.0,5,202,6140.42
14062.0,10,111,10464.85
14064.0,29,80,1353.74
14066.0,267,7,152.55
14067.0,64,52,374.7
14068.0,320,24,265.85
14071.0,4,324,1438.82
14073.0,32,13,151.04
14075.0,5,43,942.26
14076.0,129,46,122.47
14077.0,41,42,499.41999999999996
14078.0,102,65,1049.37
14079.0,125,12,375.1
14080.0,33,4,45.599999999999994
14081.0,302,153,934.52
14082.0,365,29,182.25
14083.0,4,181,1018.43
14085.0,2,450,4448.54
14087.0,3,69,194.42
14088.0,10,589,50491.81
14089.0,57,14,161.0
14090.0,325,1,76.32000000000001
14092.0,8,214,4076.91
14093.0,12,105,442.85
14096.0,4,5107,59268.35
14098.0,37,21,147.35
14099.0,16,250,3104.17
14100.0,138,26,194.9
14101.0,74,35,5976.79
14102.0,5,79,1360.28
14104.0,155,21,216.20999999999998
14105.0,239,74,1266.23
14107.0,52,123,2703.23
14108.0,31,34,597.91
14109.0,73,9,144.2
14110.0,4,155,5683.15
14111.0,14,10,692.85
14112.0,23,160,2915.15
14113.0,4,34,1840.42
14114.0,274,15,386.53
14116.0,20,72,1382.74
14117.0,144,3,90.0
14121.0,4,159,2780.15
14124.0,84,5,419.58000000000004
14125.0,11,167,2740.43
14126.0,8,15,706.1300000000001
14127.0,123,44,709.71
14128.0,61,46,637.5
14129.0,2,52,1123.8600000000001
14130.0,319,67,483.86
14132.0,2,200,3586.0299999999997
14133.0,130,28,605.64
14135.0,2,134,4690.31
14138.0,2,47,982.3800000000001
14139.0,46,26,415.82
14140.0,4,66,935.05
14141.0,3,40,915.13
14142.0,373,22,311.81
14143.0,134,7,115.8
14145.0,47,11,3742.2
14146.0,9,210,4191.0
14147.0,78,5,483.4
14148.0,234,3,157.2
14149.0,221,28,446.62
14150.0,36,26,658.64
14152.0,75,49,621.29
14154.0,239,52,1345.62
14155.0,266,6,118.75
14156.0,10,1400,117379.63
14157.0,20,48,432.88
14158.0,40,41,507.66
14159.0,20,1204,4693.01
14161.0,216,108,1110.52
14162.0,174,25,289.36
14163.0,87,52,2445.91
14164.0,71,29,1631.77
14165.0,276,25,122.53999999999999
14167.0,39,52,574.84
14171.0,98,58,363.79
14173.0,11,29,450.84
14174.0,33,26,134.46
14175.0,60,149,3222.3
14176.0,297,31,576.9000000000001
14177.0,86,42,559.41
14178.0,9,327,1620.93
14179.0,41,165,719.78
14180.0,11,240,4748.52
14184.0,67,24,452.89
14185.0,331,3,197.65
14188.0,31,65,2054.36
14189.0,2,265,4654.08
14191.0,2,259,4684.76
14193.0,68,42,853.39
14194.0,5,579,11349.52
14195.0,202,7,1012.0
14196.0,107,6,335.52
14198.0,18,39,701.4
14199.0,218,2,185.39999999999998
14201.0,60,37,747.44
14204.0,2,44,161.03
14205.0,17,24,466.7
14206.0,239,20,328.15999999999997
14208.0,95,10,151.74
14209.0,11,87,2073.43
14210.0,106,102,1905.8400000000001
14211.0,53,112,2241.1
14212.0,90,9,1070.48
14214.0,31,67,1004.38
14215.0,12,108,1789.72
14216.0,3,59,1839.3
14217.0,2,100,2004.98
14218.0,43,12,169.48000000000002
14219.0,4,7,89.94
14220.0,247,21,632.4
14221.0,42,193,3432.8
14222.0,177,41,683.17
14223.0,92,60,991.13
14224.0,110,118,1050.12
14226.0,29,67,2232.19
14227.0,26,175,3350.96
14229.0,52,40,1547.2
14231.0,184,50,925.71
14232.0,43,115,2048.07
14233.0,49,35,1462.72
14234.0,22,159,775.46
14235.0,75,79,3144.86
14236.0,81,15,490.86
14237.0,373,9,161.0
14238.0,326,8,146.85
14239.0,43,112,2380.85
14240.0,30,42,890.34
14241.0,184,10,213.70000000000002
14242.0,235,16,280.55
14243.0,9,141,2588.77
14245.0,220,108,1693.45
14246.0,111,75,1474.06
14247.0,278,20,136.76999999999998
14248.0,318,8,302.58
14250.0,7,111,1904.05
14251.0,2,78,2879.7000000000003
14256.0,260,53,969.0600000000001
14257.0,64,106,3099.7200000000003
14258.0,9,111,12669.98
14259.0,142,5,120.0
14261.0,51,52,1163.45
14262.0,8,143,2618.23
14264.0,155,17,333.97
14265.0,109,31,530.18
14267.0,163,55,1516.24
14270.0,332,29,492.65000000000003
14271.0,226,10,112.32
14272.0,74,33,437.96
14273.0,51,29,559.97
14276.0,99,64,1119.74
14277.0,15,225,4216.2
14280.0,197,8,134.04
14282.0,3,156,3729.34
14284.0,31,32,595.25
14285.0,21,27,1910.01
14286.0,24,280,4628.75
14287.0,8,9,176.63
14288.0,213,16,426.6
14289.0,9,47,911.26
14290.0,11,101,2314.65
14291.0,2,237,3883.25
14292.0,8,100,4871.93
14293.0,3,61,1046.56
14295.0,40,5,166.20000000000002
14297.0,18,62,1305.33
14298.0,8,1637,51527.3
14299.0,8,143,3965.62
14300.0,19,3,43.2
14301.0,117,13,640.14
14304.0,223,17,383.45
14305.0,71,105,1858.96
14306.0,51,33,2093.32
14307.0,89,180,2995.72
14309.0,8,117,2352.53
14311.0,243,20,310.26
14312.0,47,87,1611.59
14314.0,107,8,120.0
14315.0,45,101,2481.13
14317.0,65,24,508.58000000000004
14320.0,207,31,477.79
14321.0,11,123,1530.75
14323.0,115,36,605.0600000000001
14326.0,242,8,183.85
14327.0,163,12,311.65
14329.0,17,259,5014.84
14331.0,124,28,462.65999999999997
14332.0,23,26,866.31
14333.0,68,15,415.2
14334.0,17,162,2552.21
14335.0,16,63,468.26
14336.0,17,90,1614.91
14338.0,161,31,588.22
14339.0,243,14,309.52
14340.0,219,6,134.7
14341.0,45,129,2182.28
14342.0,21,21,668.5600000000001
14344.0,127,71,889.9300000000001
14345.0,39,6,108.97999999999999
14346.0,121,60,1021.58
14348.0,260,18,409.57
14349.0,10,31,133.5
14350.0,274,18,282.93
14351.0,165,1,51.0
14352.0,157,47,1078.96
14353.0,215,6,90.6
14354.0,6,9,163.62
14355.0,366,11,174.4
14356.0,80,33,701.23
14357.0,43,41,225.77
14359.0,19,55,912.18
14360.0,32,118,2128.23
14362.0,22,41,161.2
14364.0,109,69,3717.35
14367.0,8,524,9261.52
14368.0,320,8,155.0
14371.0,295,4,100.5
14373.0,358,4,76.55
14375.0,185,75,257.68
14377.0,191,11,617.05
14379.0,44,46,348.1
14381.0,52,56,202.68
14382.0,26,131,626.0699999999999
14383.0,38,59,1247.69
14385.0,9,14,202.11
14386.0,297,7,142.4
14387.0,33,140,1770.56
14388.0,10,186,3212.84
14389.0,65,45,1043.46
14390.0,10,286,4652.82
14393.0,218,5,67.95
14395.0,2,350,3507.71
14396.0,65,73,487.99
14397.0,3,87,2612.96
14400.0,149,25,574.7
14401.0,4,182,4051.48
14403.0,130,20,1475.81
14404.0,34,103,1474.32
14406.0,119,8,156.75
14407.0,107,73,2157.73
14408.0,11,107,2606.53
14409.0,71,54,2059.4500000000003
14410.0,92,193,1105.07
14411.0,311,14,1063.0
14412.0,43,43,770.03
14413.0,362,23,122.7
14414.0,92,97,1496.98
14415.0,1,590,5900.28
14416.0,22,14,490.22
14418.0,4,124,1937.25
14419.0,11,206,1058.06
14420.0,99,29,387.52
14421.0,57,27,813.11
14422.0,1,222,4263.64
14423.0,218,3,265.2
14424.0,18,1,322.08
14426.0,24,224,4481.67
14427.0,50,17,363.34000000000003
14428.0,7,144,1244.83
14431.0,303,17,470.36
14432.0,10,382,2255.51
14434.0,22,12,1372.8
14436.0,99,9,89.06
14437.0,366,5,63.0
14438.0,306,9,131.9
14439.0,320,32,2661.24
14440.0,8,55,2357.6800000000003
14441.0,1,51,1712.89
14442.0,205,63,1589.82
14443.0,54,93,1420.2
14446.0,1,293,1039.58
14447.0,19,70,1163.23
14448.0,9,20,375.35
14449.0,19,258,907.1
14450.0,181,40,483.25
14451.0,60,109,662.59
14452.0,11,62,264.44
14453.0,190,22,119.93
14456.0,5,970,3062.4
14457.0,311,4,113.64
14459.0,155,37,1837.92
14460.0,110,16,434.34
14461.0,148,180,2103.06
14462.0,66,240,2004.02
14463.0,98,6,529.62
14465.0,247,130,1058.6200000000001
14466.0,29,72,2272.4
14467.0,18,90,598.76
14470.0,12,43,461.19
14472.0,104,281,1936.84
14473.0,74,7,234.34000000000003
14474.0,46,29,547.66
14475.0,72,42,925.85
14476.0,257,19,215.7
14477.0,20,10,1309.6
14479.0,254,18,316.25
14480.0,11,13,279.05
14481.0,165,30,636.51
14482.0,18,144,2068.15
14483.0,282,9,137.1
14484.0,50,14,321.92
14485.0,39,47,165.75
14487.0,27,144,1196.33
14488.0,68,46,1064.28
14489.0,207,30,463.38
14491.0,175,17,340.93
14493.0,7,120,2383.2400000000002
14494.0,26,7,139.56
14495.0,51,6,123.8
14496.0,312,19,538.8100000000001
14497.0,309,29,475.37
14498.0,43,193,1957.32
14499.0,26,194,815.32
14500.0,88,7,356.85
14501.0,184,10,251.21
14502.0,20,624,2470.67
14503.0,3,164,3543.26
14504.0,47,107,673.26
14505.0,17,799,5905.64
14506.0,17,316,2012.17
14507.0,24,96,1383.18
14508.0,22,57,276.42
14511.0,11,68,1314.81
14512.0,188,23,275.28
14513.0,101,12,455.59000000000003
14514.0,61,73,1055.35
14515.0,18,101,2102.09
14517.0,33,18,330.45
14518.0,64,16,174.37
14520.0,2,4,270.6
14522.0,24,17,974.54
14523.0,108,12,241.09
14524.0,32,203,1867.68
14525.0,20,291,4332.2
14527.0,3,972,8508.82
14528.0,37,18,364.21999999999997
14529.0,60,229,620.04
14530.0,26,216,2925.91
14532.0,236,64,932.85
14533.0,25,62,1949.72
14534.0,3,519,4447.05
14535.0,60,330,2864.19
14536.0,260,19,171.8
14537.0,58,10,355.56
14538.0,65,19,388.25
14539.0,16,32,537.48
14540.0,10,76,996.26
14541.0,59,111,1461.65
14542.0,186,5,103.25
14543.0,29,72,3630.33
14544.0,24,114,2024.45
14546.0,5,399,2578.09
14547.0,4,366,4007.54
14548.0,151,4,652.8
14549.0,311,56,289.24
14550.0,11,48,765.62
14551.0,18,10,186.23
14552.0,152,58,165.07
14553.0,19,113,859.27
14554.0,10,216,2381.04
14555.0,57,21,324.14
14557.0,85,16,788.38
14560.0,7,74,2237.77
14561.0,76,69,1080.76
14562.0,4,423,5074.77
14565.0,96,127,3099.12
14566.0,111,4,1432.0
14567.0,57,33,1530.3600000000001
14569.0,1,12,227.39
14570.0,281,29,218.06
14572.0,3,270,2832.84
14573.0,180,235,1653.42
14576.0,372,1,35.400000000000006
14577.0,13,123,859.71
14578.0,3,24,168.63
14581.0,17,17,138.6
14582.0,41,6,114.11
14583.0,6,330,1052.55
14584.0,169,100,1042.26
14585.0,50,29,157.05
14586.0,277,19,237.36
14587.0,19,383,1601.14
14589.0,372,3,39.75
14591.0,15,197,1447.14
14592.0,35,164,570.46
14593.0,22,152,617.99
14594.0,7,53,379.83
14595.0,20,102,1740.6
14597.0,11,55,883.15
14598.0,44,50,221.97
14600.0,306,25,393.33000000000004
14601.0,11,7,213.96
14603.0,275,2,660.0
14606.0,1,2700,12156.65
14607.0,16,86,16569.5
14608.0,4,20,1785.15
14609.0,72,4,601.56
14616.0,243,3,406.08000000000004
14618.0,9,16,553.44
14619.0,246,20,394.44
14620.0,206,26,412.78000000000003
14621.0,1,92,1788.3600000000001
14622.0,185,21,320.58000000000004
14623.0,32,134,889.25
14624.0,57,13,225.85
14625.0,196,53,899.63
14626.0,24,122,2791.27
14628.0,91,24,671.96
14629.0,4,152,959.01
14631.0,51,41,1006.98
14632.0,263,8,114.56
14633.0,266,20,344.90000000000003
14636.0,36,28,609.85
14638.0,51,16,443.6
14639.0,52,172,2984.49
14640.0,24,106,2125.08
14641.0,22,7,110.46
14642.0,59,2,96.12
14643.0,170,31,693.8100000000001
14644.0,68,26,830.76
14645.0,157,30,597.09
14646.0,2,2076,280206.02
14647.0,201,30,243.22
14649.0,5,199,1417.29
14651.0,67,102,654.6
14652.0,77,29,114.18
14653.0,1,237,1947.55
14655.0,8,49,1932.23
14656.0,169,80,291.05
14657.0,18,126,848.22
14658.0,5,29,247.15
14659.0,9,253,2529.93
14660.0,87,30,285.74
14661.0,27,4,107.95
14662.0,29,168,771.17
14664.0,20,99,637.89
14665.0,61,90,1835.7
14666.0,24,14,195.25
14667.0,11,573,9241.2
14669.0,242,170,1269.99
14670.0,280,132,411.53
14672.0,235,61,765.55
14673.0,3,74,1736.4
14675.0,16,102,604.75
14676.0,31,42,2548.2400000000002
14680.0,25,258,28754.11
14681.0,71,7,498.95
14682.0,188,2,52.0
14684.0,26,421,1236.28
14687.0,107,15,628.38
14688.0,8,327,5630.87
14689.0,209,13,112.8
14690.0,44,50,371.7
14691.0,31,71,2114.33
14692.0,137,68,591.55
14693.0,265,8,172.9
14696.0,4,130,2078.95
14697.0,218,22,188.60999999999999
14698.0,2,210,1250.76
14699.0,214,8,109.13000000000001
14700.0,32,115,2235.3
14701.0,11,335,2549.37
